hhsize,children,region,tenure,hhincome,gross_pay,number_in_work,food_and_drink,tobacco_alcohol,clothing,housing_and_energy,household_goods,health,transport,communication,recreation,education,restaurants_etc,misc_goods,total_consumption,non_consumption,total_expenditure,weight
1,0,West Midlands,Mortgaged,375.012,416.53,1,29.185,14.94,6,21.35,6.95,0,31.89,4,7.835,0,14.95,19.035,166.7,98.011952376881,303.6275,4035.008528465464
1,0,South West,Mortgaged,264.71,332.33,1,25.05,0,0,17.13,5.71,0,0,18.455,22.79,0,21.6,4.02,89.94,73.6309586261865,187.492558255508,3894.821825804075
3,2,Yorkshire,Mortgaged,438.63,401.22,1,42.89,0,20.98,21,5.77,0,15,7.31,33.39,0,47.56,19.49,199.18,97.6528578613571,270.446086827098,2881.8098767560127
2,1,Yorkshire,Rented,238.14,192.48,2,23.275,7.565,37,61.58,1.425,5.24,16.575,5.65,25.555,0,71.545,20.12,207.04,36.6775921959847,399.766735066274,3988.387892720291
1,0,South West,Mortgaged,313.6,257.16,1,31.74,1.995,17.495,10.38,0.705,0.39,43.5,11.54,112.145,0,29.995,11.825,294.18,34.8015040865287,269.317453854506,2948.7926872773437
5,3,Wales,Mortgaged,544.8,0,2,65.08,26.53,7.75,32.97,3.315,0,22.31,4.62,502.365,2.31,15.725,36.58,561.995,92.4108776592241,1536.1483428765,3487.5533460173538
3,0,North West,Owned outright,269.15,0,0,53.77,20,14.53,15.35,9.375,8.01,29.9,4.33,33.565,4.25,6.135,37.94,197.3,45.9271887006873,379.909783267318,4999.551006267214
3,0,West Midlands,Rented,443.482,193.86,2,106.9,76.585,7.495,58.235,3.245,0,12.2,10.65,9.69,69.61,12.36,32.82,302.765,30.3120014460525,341.269856429463,4098.693416200948
1,0,Eastern,Owned outright,276.95,0,0,31.89,0,0,14.67,1.08,0,22.7,3.92,18.855,0,14.825,16.685,120.87,28.034996587776,234.126765984532,3773.423289316508
3,0,Yorkshire,Rented,176.192,0,1,7.525,7.4,0,19.65,0.16,0,23.5,0,11.33,0,21.995,0.17,71.015,0,142.584692758919,7179.577904756301
2,0,Eastern,Rented,252.054,0,0,27.845,24.01,9.49,76.52,3.355,0,47.035,16.16,25.08,0,18.82,12.25,291.305,7.61871396393847,279.75211561213,4200.629211399423
1,0,Yorkshire,Rented,215.232,0,0,39.68,0,2.985,29.5,3.125,2.815,7.5,2.62,228.575,0,8.045,0.73,331.645,26.2277264825639,173.205786205442,4396.755680102314
5,3,South East,Mortgaged,330.61,0,1,62.09,1.19,94.485,7.85,4.365,2.19,71.25,86.55,67.37,0,79.955,45.33,461.098,93.1048152309112,428.595813009935,3951.511119751448
2,1,Yorkshire,Mortgaged,319.32,0,0,63.47,1.37,19.395,25.4,11.715,2.075,13.475,4.85,52.065,0,13.295,30.67,211.46,51.1193750635801,326.032402513154,3322.1825057187016
2,0,South East,Mortgaged,665.73,439.19,2,41.345,0,0,42.7,120.34,0.48,112.2,9.31,23.52,100,48.09,63.88,640.94,214.730081178904,670.40220689143,4074.008963834288
2,0,Northern Ireland,Owned outright,259.34,0,0,37.365,8.98,0,23.43,52.915,0,58.165,31.53,133.02,0,2.45,30.685,332.835,15.25,350.065,1185.6532100336656
3,1,Yorkshire,Rented,502.08,273.94,2,9.275,50.34,92.16,109.39,9.6,2.095,157.29,3.43,16.315,0,52.83,40.08,447.435,25.8996272305518,458.722811589491,3136.249616535658
4,2,Yorkshire,Mortgaged,177.97,0,0,60.105,0,4.245,24.73,62.675,0,17.505,0,15.815,0,6.475,34.705,307.06,49.9935239269076,285.605,2793.140725491482
2,0,East Midlands,Owned outright,385.372,0,1,20.18,0,21.745,18,0.5,0,84.985,2.31,8.265,0,0,28.45,241.475,32.2535910737813,361.771256041192,4262.765074796097
3,1,Yorkshire,Rented,464.1,218.64,2,8.47,10.73,0,95.4061538461538,0.85,0.445,31.8,8.16,41.435,0,63.47,17.155,384.14,1.92,280.571643037069,2565.858880167892
2,0,North West,Owned outright,495.2488,522.05,2,65.695,5.54,39.25,30,377.32,0,76.145,14.04,40.12,0,21.775,89.52,446.335,29.5465374820315,365.540925677002,3621.2441401611936
1,0,Northern Ireland,Mortgaged,376.09,495.23,1,22.785,17.955,55.485,30.47,4.91,0.74,64.37,46.16,56.375,0,57.12,10.475,469.645,173.3601327717,508.390668933671,1317.3202788316555
2,0,South West,Owned outright,379.804,0,0,22.32,14.94,0,8.5,1.96,0,0,3.69,0.375,0,31.915,17.19,58.725,27.9510632063625,92.5772024875381,3804.004027876043
1,0,West Midlands,Rented,106.042,0,0,12.12,9.98,0,9.51,0,0,0,0,18.09,0,3.175,0.5,58.035,0,83.655,3306.7921993848167
5,2,Eastern,Owned outright,410.01,242.83,2,50.655,0,7,15.54,5.505,0.32,29.635,13.84,222.035,0,4.435,52.555,570.865,49.0219375007816,502.605828089711,3433.6373053217053
2,0,North West,Mortgaged,446.92,271.91,2,26.715,3.37,0,23.47,7.12,0,140.07,13.85,64.91,0,53.635,25.11,433.983846153846,132.969386856977,675.53,3625.041748217609
1,0,North East,Owned outright,183.952,0,0,17.935,0,0,13,2.87,0,3.62,2.97,15.785,0,20.34,0,89.94,26.6331405751187,136.25531898171,3306.7921993848167
1,0,South West,Mortgaged,228.9144,538.52,1,25.05,6.9,0,13.2,8.815,0,42.33,7.15,18.5,0,2.3,11.795,129.845,87.200189224505,222.739253176422,3592.1624574134025
4,1,London,Rented,709.26,706.58,1,96.73,12.99,37.88,177.84,4.995,6.715,37.545,7.77,80.765,0,14.3,31.115,552.935,14.3714259487601,420.835035256081,3955.28374354434
3,1,Northern Ireland,Mortgaged,1480.28,908.53,2,114.805,0,0,17.48,37.88,0.49,43.585,28.69,171.395,0,41.275,61.55,642.57,455.099246309646,1041.33784390227,1547.7751256234333
1,0,Eastern,Owned outright,502.052,346.06,1,52.815,2.495,5,105.01,0.94,3.945,19.66,2.69,15.785,0,11.7,8.52,169.095,24.58871058031,224.391327320104,3804.9534298901494
1,0,Northern Ireland,Rented,235.292,0,0,27.11,0,0,10.92,6.49,0.995,4,1.18,41.815,0,99.23,9.73,179.181153846154,21.0782478445539,372.62,1230.7997742306227
3,2,South East,Rented,213.25,0,0,75.735,17.685,0,72.1576923076923,1.77,2.745,42.1,5.89,23.255,0,26.35,12.97,272.422307692308,17,190.098486061541,3029.366937158464
4,2,London,Rented,1094.68,0,1,14.26,0,1.74,190,9.095,2.71,34.085,11.64,55.565,0,3.7,36.87,286.83,85.2675424287856,503.012077766934,4837.528057281448
4,2,Northern Ireland,Mortgaged,829.89,1034.48,2,86.435,14.055,231.58,56.79,24.43,20.65,836.335,45.72,98.7,0,162.725,56.45,1857.065,145.215499905997,1491.40422,1324.740605099778
1,0,Scotland,Rented,59.49,321.81,1,6.255,9.84,0,56.5553846153846,19.23,5.865,61.43,6.85,39.64,0,46.05,10.33,196.79,6.99,192.298914692054,3788.188989062173
7,4,South West,Mortgaged,1576.87,892.37,2,89.845,7.495,0,28.33,189.97,5.77,270.27,34.505,132.925,0,302.335,45.64,732.12,534.393588004512,1846.59078645218,2886.3819969818223
7,4,Eastern,Mortgaged,432.402,0,2,61.6,6.09,21,24.12,10.765,2.49,13.85,4.38,62.945,0,29.72,1.98,265.64,65.4895111088658,160.265,4266.31284021722
2,0,Merseyside,Owned outright,506.28,0,0,49.34,0,0,20.18,6.22,2.895,25.87,25.77,79.06,0,16.06,27.265,188.565,42.6224518842918,321.051268535795,3328.4535558644898
3,0,Northern Ireland,Owned outright,505.53,0,1,88.525,9.245,37.995,22.15,13.6,0,192.6,13.85,135.415,0,33.575,25.635,604.176923076923,40.9866464885371,591.479767260458,728.1413762900603
1,0,Wales,Owned outright,109.042,0,0,35.31,6.335,10,22.11,17.825,0,12,1.78,10.43,0,0,6.785,107.45,11.6672088284396,98.2614012568525,3391.26399437647
2,0,West Midlands,Mortgaged,701.09,364.88,2,38.66,22.98,19.99,22.97,1.885,41.12,150.94,5.54,50.01,0,124.445,26.925,590.406153846154,153.17220689143,596.560337903703,3098.9481110868155
3,0,South West,Owned outright,452.46,0,1,71.03,27.17,52.985,64.675,187.895,0,0.58,9.15,114.87,0,0,4.685,434.93,27.2782488387603,557.19304741588,3541.9440877200514
4,2,Scotland,Mortgaged,1600.4,1195,2,34.865,2.445,8.575,134.12,17.035,0,873.902307692308,11.35,132.7,0,101.19,250.12,1781.835,654.861891163015,1434.67380129267,5052.192849522896
2,0,East Midlands,Mortgaged,854.12,586.2,2,21.53,17.1,0,60,1.745,0.675,46.265,7.77,7.48,0,53.46,10.215,281.79,184.125,335.760973417965,3051.428041854599
3,1,Yorkshire,Mortgaged,172.73,0,1,37.81,10.275,41.98,24.29,3.7,0,14.85,8.77,20.325,0,88.24,18.28,222.075,46.0062220155111,256.526883730268,2948.7177344867564
4,2,Northern Ireland,Rented,153.7,0,1,59.17,1.18,1.495,7.95,5.005,2.745,38.9,10.11,70.625,0,11.07,31.95,304.525,12.7198076131217,359.474952149385,1675.1199168309015
2,0,South East,Mortgaged,583.26,448.36,2,43.74,0,0,30.85,27.76,0,73.37,15.54,13.255,0,31.5,21.96,172.47,56.8461120448521,293.795460099467,3347.991249944188
4,2,Northern Ireland,Mortgaged,822.59,1034.48,2,72.755,31.78,231.58,46.18,11.86,0.745,317.955,69.24,103.725,92.3,104.54,54.565,785.62,354.613383429206,914.25383473534,1324.740605099778
1,0,Northern Ireland,Mortgaged,461.61,664.44,1,39.55,0,0,14.01,86.16,13.635,56.89,17.26,48.47,0,15.33,37.81,381.39,203.925743583205,538.317604086019,1162.8925459587192
1,0,Yorkshire,Rented,334.6424,428.32,1,21.855,0,0,73.2,0,0.995,29.76,3.74,23.41,0,2.25,6.975,195.015,17.5678513476914,268.202032137538,3346.342288551274
2,0,West Midlands,Rented,269.78,0,0,35.37,4.995,6,10.61,7.325,0,6.65,4.6,67.2,0,58.55,6.02,196.89,14.2500892536001,222.093129717447,3589.589078269912
3,1,Yorkshire,Owned outright,657.87,367,2,49.515,22.035,2,37.95,5.89,46.45,64.99,4.95,41.15,0,23.79,186.31,344.835,73.8099372122227,795.196933972051,4551.558176928165
2,0,Scotland,Mortgaged,463.67,321.26,2,48.985,0,0,21.46,5.555,0,18.565,13.82,21.02,0,0,18.105,136.433461538462,59.6344401205594,229.764427224109,3044.832196282936
1,0,South West,Mortgaged,136.9,144,1,18.075,5.705,25.87,48.08,4.21,0.985,30,10.04,8.515,0,28.84,10.65,147.75,79.2834451340972,260.239773241584,2915.588601047262
2,0,East Midlands,Mortgaged,866.0912,933.42,2,39.24,0,43.5,31.09,46.26,0,47.425,10.39,122.11,0,74.505,37.45,441.185,57.8798011900552,589.936678629893,2947.2936314656
2,0,North East,Mortgaged,498.5,343.87,2,37.025,1.475,16.5,6.13,2.825,0,80.655,0,30.01,0,53.71,47.61,285.99,180.900367629481,485.739043624161,4188.861623277245
2,0,East Midlands,Mortgaged,913.81,368.57,2,47.23,4.49,8.5,28.47,10.035,0,117.73,10,252.96,0,21.025,65.255,642.29,156.356573129426,706.981091985439,3648.776798570185
1,0,East Midlands,Owned outright,137.132,20.77,1,20.665,0,0,19.53,1.17,0.155,0,0,7.665,0,0,9.29,74.445,0,60.705,3280.458785625221
1,0,London,Rented,53.87,0,0,9.23,0,0,96.29,2.245,0,18.505,12.31,28.92,0,0,70.085,257.075,1,252.320756359099,3996.70765247548
4,2,London,Rented,182.25,0,0,60.105,0,58.24,50.77,8.365,0,54.5,0,33.215,0,12.25,38.165,224.495,14.9451392040665,274.710321609426,4154.658166505985
1,0,Northern Ireland,Rented,208.482,0,0,46.875,0,0,73.38,10,0,87.5,23.85,19.85,0,0,12.335,239.97,0,256.94,1705.0260802751518
1,0,West Midlands,Rented,129.362,0,0,31.02,0,0,6.69,2.435,0,0,4.63,15.65,0,0,14.595,125.505,3.01239907358831,121.795,3804.9534298901494
2,0,North West,Owned outright,482.59,206.25,2,46.5,0,195.37,121.78,15.825,1.385,427.225,20.2,62.515,0,162.305,40.2569230769231,725.225,40.42,578.116136495963,3300.296290867271
2,0,Wales,Owned outright,397.51,0,0,49.965,0,26.49,19.52,27.655,0,2.17,22.8,25.085,0,0,18.685,192.825,93.6989185706526,312.570453721256,3133.3764262298187
2,0,London,Mortgaged,567.7436,369.37,2,35.155,53.015,0,22.01,7.96,0,121.78,12.54,47.81,0,62.75,15.22,457.63,189.064271394243,511.077332423834,4509.859441098224
2,0,London,Owned outright,500.06,240.77,2,43.345,0,0,15.26,2.5,1.995,0,10.85,19.66,0,37.17,24.165,209.45,47.810832683858,276.22581112204,4799.7768350891
2,0,Scotland,Mortgaged,336.442,202.4,2,111.885,20.965,52.475,25.15,2.935,0.995,225.675,19.155,4.37,0,51.875,56.5457692307692,512,96.16,435.642888403882,3044.832196282936
3,0,South East,Mortgaged,788.83,674.8,1,62.81,16.78,15.745,34.43,114.99,0,32.08,19.62,48.845,0,3.15,8.825,533.945,169.292582458725,453.02240624243,5546.931235924752
3,0,Scotland,Owned outright,626.972,0,1,110.2,16.03,78.715,19.15,17.73,21.97,8.62,3,96.65,0,122.7,20.32,395.425,53.8137197562027,338.861563269415,5146.808255507318
4,3,South East,Rented,244.35,0,0,37.125,3.785,33.5,18.16,2.845,0.995,35,11.96,10.155,0,13,15.215,197.35,5,259.056062613836,2581.024328130016
1,0,Wales,Rented,139.862,0,0,25.11,0.44,0,77.14,2.42,0,3.99,3.46,20.585,0,6.4,0,93.9707692307692,24.3317712563146,186.179652970224,3391.26399437647
1,0,South West,Owned outright,179.032,0,0,15.23,1.745,0,24.11,0.325,2.4,0.95,1.94,2.805,0,0,14.405,70.95,2.31,70.4183260883883,3603.4803287920536
2,0,Scotland,Owned outright,152.644,0,0,29.025,0,5,20.27,10.33,4.495,1.75,5,8.67,0,8.875,10.14,127.445,11.52,91.6729234421952,3189.6909562242527
1,0,West Midlands,Rented,137.702,0,0,16.625,16.835,0,17.45,12.81,0,6.3,10.77,5.28,0,15.975,4.15,110.715,0.63,85.475,4031.135967618473
1,0,Eastern,Owned outright,295.99,0,0,34.8,0,0,29.39,5.275,22.11,61.09,3.46,181.7,0,7.845,7.56,349.395,52.62,356.154601385941,3870.487153126816
2,0,Yorkshire,Owned outright,354.662,0,0,31.17,11.005,21,3.49,32.13,0.745,32,3.46,47.52,0,103.4,24.66,379.625,34.6854755226397,492.447875517871,3248.4039755174726
2,0,South East,Owned outright,1705.68,0,2,99.49,14.925,0,157.345,230.6,88.39,5,119.68,218.225,757.7,72.575,648.99,710.318,292.727759713119,745.212672061834,3559.732883352722
1,0,West Midlands,Owned outright,141.45,0,0,24.275,0,8.495,21.87,1.235,1.195,7.205,9.45,66.25,0,0,9.515,137.881923076923,0,107.83,4656.641989331255
2,0,North East,Owned outright,665.112,666.27,2,19.45,8.745,26.75,69.455,10.64,0,138.23,10.27,142.885,24.92,103.49,34.6988153846154,473.285,109.538308337776,577.761432621095,2736.5513685982296
1,0,East Midlands,Owned outright,133.9,112.03,1,28.36,0,0,13.47,5.35,2.935,31.83,0,22.15,0,2.39,5.33,105.93,11.8646998750743,158.105623521127,4168.599385555176
1,0,London,Rented,151.892,0,0,20,0,26.245,77.78,3.365,6.5,17,14.205,142.645,0,66.06,1.5,420.02,14.3798903222689,433.859646634496,4647.647654460832
1,0,South West,Owned outright,309.992,0,0,16.365,11.73,22.495,12.48,2.495,0,183.575,4.62,100.7,0,16.69,13.145,409.110384615385,37.4041502366643,513.425,3554.7360306469163
3,2,West Midlands,Mortgaged,360.48,409.62,2,54.735,4.395,23,27.04,16.755,0.245,60.09,4.08,30.935,32.5,55.975,83.3573076923077,445.535,81.8298436560433,426.9785,3963.353660664191
2,0,Yorkshire,Owned outright,260.4,129.08,1,47.495,0,17.2961538461538,32.46,14.84,1.12,18.46,3.77,23.55,0,1.945,48.295,192.856153846154,45.6191764201238,281.2098196848,3884.15354527717
6,4,South East,Other,335.89,0,2,63.41,1.19,31.985,47.2,61.54,37.525,61.445,13.07,27.59,0,7.45,11.435,409.105,0,581.842447433387,3371.0017566544266
2,0,Northern Ireland,Owned outright,331.37,0,2,35,26,21.325,38.77,0,3.035,25,8.895,7.075,0,3.675,79.855,223.501153846154,51.8063788982079,296.467732693408,920.6451267812412
2,0,Scotland,Owned outright,578.172,0,1,67.325,10.56,11.5,90.13,106.985,7.52,27.5,4.91,60.67,0,91.565,44.97,400.931923076923,17.67,538.734,3927.6511480812246
1,0,South East,Rented,160,0,1,31.46,0,0,21.75,140.73,0,42,3.46,28.17,0,12.55,7.96,190.075,16.74,310.552937108773,3837.3580196872954
1,0,Yorkshire,Owned outright,168.782,157.63,1,0.98,0,0,5.93,0,0,1.125,1.67,20.585,0,0,12.31,61.545,0.96,34.5445194545159,3895.221574020544
4,2,East Midlands,Mortgaged,471.54,518.51,1,101.51,28.075,0,23.3,83.08,0,160.555,10.62,43.66,0,89.62,25.065,351.345,110.975091939547,576.472473535838,2332.3559532255754
3,2,Eastern,Rented,162.86,0,1,62.04,0,11.25,12,0,0,10.8,5.69,24.41,0,17.075,2.425,147.195,5.61338100558659,259.33,3907.288973305056
2,0,Scotland,Mortgaged,628.28,777.99,1,47.685,26.23,8.15,29.06,50.755,0,31.7,12.23,69.7,0,60.425,35.825,297.15,97.0510499949653,438.435495493195,3572.0001567454765
2,0,West Midlands,Owned outright,320.334,0,0,79.575,37.005,0,18.19,7.32,5.75,33.495,42.275,21.835,0,23.945,18.75,202.685,34.902531112848,202.227922162042,4632.682080606933
5,3,West Midlands,Rented,436.8548,0,0,54.27,93.245,36,57.39,19.9088461538462,1.96,20,10.74,13.985,0,3.095,22.805,265.734615384615,19.4427674241119,309.131289270895,3042.0589430312143
1,0,East Midlands,Rented,163.492,0,0,28.21,0,0,10.96,5.965,1.245,0,0,4.53,0,0,2.495,42.545,1.34976651389181,54.73,3625.616386278776
3,0,Scotland,Mortgaged,416.484,378,2,54.94,18.005,11.75,7.08,11.54,0,0.62,10.77,63.905,0,0,21.875,233.36,65.5262415922543,220.3,3692.849039435414
5,3,North East,Owned outright,599.32,0,1,52.1,4.485,46.985,30.9,1.09,0,43.9,10.51,15.615,0,107.265,52.66,527.79,17.04,620.376738562101,3843.6290698331054
2,0,Eastern,Owned outright,674.56,0,0,51.225,0,74.5,31.11,0.63,0,37.11,0,162.64,0,80.135,20.19,488.115,34.4108481964956,872.085253034024,3797.558087885569
1,0,East Midlands,Owned outright,129.47,0,0,15.36,1.995,2.95,5.95,5.3,3.35,0,3.46,5.565,0,0,17.665,75.195,17.8875520575897,100.28847983454,3625.616386278776
4,1,Wales,Rented,329.34,0,1,12.765,0,63.09,134.25,8.2,0.535,58.59,30.42,56.235,0,109.29,7.66,496.28,22.9701320464804,512.059323330984,2908.193259042666
1,0,South East,Owned outright,286.572,0,0,21.925,20.055,0.5,34.52,17.5,0,0,1.85,23.02,0,0,12.285,86.715,22.8078593588418,227.029236881719,3931.9484414082194
2,0,Yorkshire,Owned outright,361.272,0,2,35.795,1.24,12.5,18.01,17.44,0.445,77.12,14.625,35.415,0,60.525,35.33,292.865,27.3854567795705,245.36,4694.018447570703
3,0,North West,Mortgaged,611.8464,90.75,3,57.36,43.55,41.235,23.46,1.25,0,80.19,5.62,319.425,69.23,223.95,48.025,841.38,203.001337812416,1065.48595533255,5279.824474535894
2,0,South East,Owned outright,584.194,632.13,2,19.81,33.325,0,19.07,0.42,3.75,167.365,3.08,4.43,0,40,65.515,512,34.1588355998645,464.796378898208,3144.4944235002386
1,0,Scotland,Owned outright,173.3,115.81,1,12.04,0,0,3.62,0.395,2.72,0,2.77,0,0,0,15.91,36.78,5,44.772066896137,3164.0820861069974
3,2,Northern Ireland,Rented,170.95,200,1,28.995,0,1.5,5,31.275,0,0,17.65,15.99,0,0,8.035,101.46,0,187.45,720.4712073866499
2,0,West Midlands,Owned outright,117.31,0,0,41.36,0,0,61.07,10.97,0.275,20.41,4.84,24.115,0,51.625,7.965,204.211923076923,20.2094338033848,212.795,3212.6265101439035
5,3,Northern Ireland,Mortgaged,275.81,0,2,76.255,0,5,45.71,10.8,0,122.8,8.65,7.42,27.5,16.825,30.58,422.575,151.780586706814,510.348318918919,1268.7258862676929
2,0,Yorkshire,Owned outright,394.892,364.22,1,37.69,12.73,4.49,244.375,31.25,54.475,22.8,9.23,16.57,0,10.07,14.69,307.655,36.48,376.380495493195,3884.15354527717
3,1,Eastern,Mortgaged,2934.12,0,2,177.04,0,63.8,52.16,96.31,181.235,187.29,134.005,26.2,276.93,92.3,110.63,1403.76,418.694036722175,1169.80273012609,4666.885537378193
2,0,West Midlands,Owned outright,385.314,0,1,49.465,6.69,41.235,31.23,114.975,40.565,91.46,3.96,106.72,0,28.92,47.47,382.205,9.94,358.716112431067,3348.6908093230027
2,0,East Midlands,Mortgaged,913.81,582.75,2,18.13,0,0,12.42,4.435,0,117.6,16.485,67.08,0,9.95,32.535,512.255,203.03095126563,536.904631384939,3051.428041854599
1,0,West Midlands,Mortgaged,1432.57,2160.17,1,30.43,15.34,50.485,26.53,77.885,0,207,9.57,285.62,0,49.325,50.035,966.71,294.368590524535,1173.71594433796,3816.3212697958575
5,2,London,Mortgaged,1198.42,556.44,2,70.675,28.42,63.205,25,76.625,3.49,33.81,6.59,136.855,646.16,39.07,111.795,1009.515,206.113884782609,1053.36219579082,4044.877312559429
1,0,Scotland,Owned outright,211.032,0,0,21.225,23.87,4.75,23.5,0.495,0,3.5,9.42,26.21,0,6.125,13.735,111.425,27.6351076892608,127.509084209946,3793.2607945585737
1,0,London,Rented,144.462,0,0,21.55,1.945,0,17.86,2.95,0,0,1.27,2.98,0,0,4.4,43.345,5,91.695,3819.2444286287423
1,0,South East,Mortgaged,275.94,344.38,1,15.145,0,0,17.13,0,1.645,31,15.87,61.11,0,34.735,29.915,229.673076923077,113.408246938808,453.192422147745,4307.836686202496
2,0,South West,Owned outright,196.704,0,0,44.285,2.485,14.95,165.62,20.735,35.15,19.125,2.31,26.035,0,0,93.69,372.645,107.95,386.875555866063,2625.22149031287
2,1,South East,Rented,738.4,116.25,1,64.975,9.58,4,64.5038461538462,11.345,7.005,12.81,40.03,51.59,0,0.92,64.03,318.345,211.191264487272,503.012077766934,4371.821385100315
2,0,North West,Rented,231,0,0,22.225,0,0,24,2.78,0,1.25,11.265,7.25,0,0,14.53,83.485,38.84,126.778025898041,3682.130790381442
1,0,London,Mortgaged,308.8876,336.56,1,10.06,0,17.5,19.64,2.495,4.38,46,22.31,41.255,0,13.66,20.68,273.815,36.3506254661694,236.127235640363,3443.00640414509
4,2,Eastern,Mortgaged,770.4482,341.45,2,58.83,0.99,0,17.88,0,9.005,56,20,21.345,0,101.195,18.25,355.945,214.184023108575,439.67355340097,3575.9226861195357
1,0,Yorkshire,Rented,82.192,0,0,6.315,0,12.5,3.26,8.48,0,1.75,3.73,2.5,0,3.975,3.965,75.78,0,35.21,3802.529956327834
1,0,Northern Ireland,Owned outright,113.492,0,0,29.24,0,3.49,30.12,3.09,8.43,10,1.54,77.13,0,0,15.68,141.695,19.1520192613267,289.827338132213,1501.7541122029602
2,0,Eastern,Rented,964.8294,279,2,48.275,0,0,204.69,9.325,0,11.4,8.08,14.02,0,50.865,131.295,506.48,37.2481114295993,798.105506682503,3139.3726494767848
2,0,North East,Owned outright,410.032,0,0,49.965,0,26.49,19.2,6.82,0,31.755,5.26,53.605,0,69.74,23.615,291.83,36.322614283982,407.541264487272,3357.160474659342
5,1,West Midlands,Mortgaged,1186.64,622.95,2,118.115,7.695,24.495,32.71,36.28,2.82,54.62,13.195,178.785,0,124.685,88.85,506.445,153.675543323566,694.647548375437,2724.309079469002
1,0,South West,Owned outright,313.552,242.59,1,15.59,0.795,2.49,25.21,0.47,1.495,10.7,4.97,73.22,0,0,11.19,194.755,29.0058366071429,245.617713721793,3198.735259621762
2,0,South West,Owned outright,311.514,0,0,14.105,0,5.995,19.94,0,0,34.52,3.75,27.58,0,34.975,32.7,210.31,23.4612892914225,170.885,3150.0908985307387
2,0,Yorkshire,Owned outright,311.994,0,0,62.86,0,0,68.07,29.33,1.9,235.707692307692,3.77,91.615,0,3.7,32.31,456.74,40.66,1094.93766470099,3603.5802658461703
4,2,Eastern,Mortgaged,442.17,250.02,2,74.95,0,29.75,35.62,54.09,1.78,19.075,20.28,61.26,0,57.29,14.905,265.64,88.2276132785303,388.902399484107,3559.632946298605
2,0,Wales,Owned outright,1222.774,746.46,1,53.025,13.015,2.025,66.66,5.195,39.97,255.735,20.21,115.41,8.08,83.25,42.76,447.55,135.252183315795,634.949318713633,5250.343043571634
2,0,South West,Owned outright,642.862,558.17,2,38.365,26.48,0,23.18,53.18,2.31,276.15,27.145,196.21,0,4.015,45.945,734.9525,259.104442549795,1027.38689948001,3890.849327902947
3,1,South East,Mortgaged,237.5976,234.53,1,73.76,24.785,93.225,18.1,27.18,0.72,55.79,38.99,43.92,0,43.905,60.57,312.505,320.974182942114,1013.71051724116,3638.333376415053
5,2,West Midlands,Rented,287.1,0,1,57.645,54.74,59.125,50.38,7.125,10,24,11.46,42.105,0,9.72,23.42,349.545,6.89546266318538,291.56810760731,3496.997397631326
2,0,Yorkshire,Owned outright,326.924,0,0,41.535,0,0,34.92,10.115,0,17.08,4.4,115.037692307692,0,77.255,80.435,342.28,31.7271427678225,450.26,3216.2492283556107
2,0,Northern Ireland,Mortgaged,580.57,244.89,2,10.045,0,39.8,41.885,66.12,0,75.86,48.77,19.67,0,116.325,57.725,370.55,144.941614803338,700.4365,1615.8322594765111
2,0,Eastern,Owned outright,185.96,0,0,40.315,0,0,19.98,1.22,0,7.765,3.69,14.345,0,4.23,6.115,102.24,17.9333148227253,168.04,3282.9572119781233
2,0,Northern Ireland,Mortgaged,253.192,0,1,60.99,6.065,37.2642307692308,39.225,14.2,0,16.575,5.77,7.835,0,34.035,40.82,287.146153846154,120.718110968334,356.561850269302,794.6744700678682
1,0,Scotland,Rented,176.342,0,0,12.43,24.09,0,43.1469230769231,2.645,1.685,0,2.58,0,0,0.2,2,100.745,0.177370914542729,77.035,3607.0780627402337
1,0,Yorkshire,Owned outright,223.322,0,0,23.98,0,0,23.79,9.515,5.96,15.1,5.27,10.64,0,7.825,9.195,146.645,32.7025544358822,142.584692758919,3350.5146605606215
1,0,West Midlands,Mortgaged,655.19,748,1,20.56,9.995,39.75,36,2.24,4.495,81.925,12.6,1007.125,1.15,75.73,68.585,1404.94,175.709564625165,1441.590348414,3981.6171573039114
2,0,Wales,Rented,362.54,0,2,27.74,29.055,0.5,10,4.495,0,40.3,13.85,25.445,0,22.1,23.06,235.86,9.27,144.255,2874.089739325542
4,2,Eastern,Mortgaged,358.6806,413.29,1,52.085,0,77,3.49,4.365,0,199.46,8.07,13.04,0,158.16,12.175,362.745,201.349214064116,511.077332423834,3683.82972030142
2,0,West Midlands,Mortgaged,502.5,0,2,61.23,3.49,0,22.92,2.44,0.19,44.425,9.81,13.105,0,36.29,16.91,226.05,59.0539954931951,283.415,3940.917792015146
3,1,Northern Ireland,Mortgaged,375.43,0,1,56.65,0,18,23.975,7.45,0,64.5,9.62,29.47,0,57.765,42.03,351.345,78.7229676437119,416.503365484377,714.6248897208583
2,0,Scotland,Mortgaged,476.25,458.87,2,36.77,0,2,20.55,13.37,0,44.475,18.25,83.84,0,47.37,17.745,443.926923076923,74.0081627372592,606.644704215884,3288.078986001574
4,2,Northern Ireland,Rented,560.3,359,2,60.63,96.305,0,122.54,15.465,4.735,60.85,7.46,65.985,0,158.335,19.28,348.935,51.6368273993428,406.173933457434,1322.317131537462
3,0,Eastern,Owned outright,772.982,925.82,1,63.555,0,0,33.23,4.235,3.195,70.11,6.92,23.52,0,37.77,21.33,249.9,67.8057537948244,415.823461538462,4355.98136202291
